492;2;;;;;60;;
372;115;;;;;;; 
462;19;;;;;70;;
602;38;;;;;80;;
364;238;;;;;70;;
359;122;;;;;0;;
517;55;;;;;30;;
560;88;;;;;70;;
657;426;;;;;;; 
482;224;;;;;;; 
590;148;;;;;80;;
546;20;;;;;70;;
652;112;;;;;;; 
534;30;;;;;70;;
525;61;;;;;80;;
364;99;;;;;60;;
614;126;;;;;70;;
551;60;;;;;20;;
508;168;;;;;70;;
435;87;;;;;80;;
601;448;;;;;;; 
591;186;;;;;70;;
561;47;;;;;0;;
352;166;;;;;10;;
431;98;;;;;90;;
640;432;;;;;;; 
436;277;;;;;;; 
446;158;;;;;70;;
446;51;;;;;0;;
447;99;;;;;70;;
447;58;;;;;80;;
569;175;;;;;80;;
499;134;;;;;70;;
453;204;;;;;;; 
410;220;;;;;70;;
393;157;;;;;;; 
570;242;;;;;60;;
475;148;;;;;70;;
517;204;;;;;70;;
422;212;;;;;;; 
573;90;;;;;90;;
361;230;;;;;70;;
519;150;;;;;;; 
354;230;;;;;0;;
377;165;;;;;80;;
408;94;;;;;80;;
397;234;;;;;70;;
402;105;;;;;0;;
392;211;;;;;80;;
551;247;;;;;80;;
483;236;;;;;10;;
640;137;0;;;;;;0 
507;245;;;;;80;;
615;205;;;;;90;;
482;142;;;;;70;;
382;88;;;;;20;;
472;240;;;;;60;;
557;159;;;;;70;;
544;123;;;;;90;;
559;233;;;;;80;;
563;209;;;;;90;;
555;246;;;;;90;;
172;419;81;61;91;81;35;0; 
389;34;;;;;10;;
486;117;;;;;0;;
482;85;;;;;60;;
351;128;;;;;70;;
640;103;;;;;;; 
394;41;;;;;80;;
387;79;;;;;80;;
383;210;;;;;70;;
374;250;;;;;70;;
395;217;;;;;70;;
600;13;;;;;80;;
554;171;;;;;80;;
529;184;;;;;80;;
426;64;;;;;70;;
654;421;;;;;;; 
430;282;;;;;;; 
481;32;;;;;0;;
438;190;;;;;90;;
545;105;;;;;70;;
380;15;;;;;70;;
475;15;;;;;80;;
440;134;;;;;70;;
509;33;;;;;70;;
563;150;;;;;60;;
438;35;;;;;60;;
616;231;;;;;70;;
398;239;;;;;90;;
530;55;;;;;60;;
371;93;;;;;80;;
479;57;;;;;0;;
618;76;;;;;80;;
354;161;;;;;;; 
425;44;;;;;70;;
476;7;;;;;90;;
535;59;;;;;60;;
585;351;88;87;81;39;17;0; 
578;37;;;;;;; 
420;119;;;;;70;;
548;15;;;;;60;;
402;120;;;;;80;;
486;207;;;;;;; 
569;122;;;;;80;;
551;50;;;;;;; 
415;126;;;;;80;;
536;27;;;;;70;;
584;379;79;76;75;44;75;;181 
594;240;;;;;70;;
468;143;;;;;80;;
477;203;;;;;;; 
578;470;;;;;;; 
523;74;;;;;80;;
198;388;52;05;88;87;71;0; 
455;110;;;;;90;;
451;227;;;;;;; 
385;238;;;;;10;;
504;241;;;;;;; 
603;151;;;;;80;;
409;245;;;;;90;;
673;445;;;;;;; 
520;150;77;96;15;;;; 
471;38;;;;;0;;
573;3;;;;;0;;
629;36;;;;;70;;
534;148;;;;;0;;
361;224;;;;;70;;
442;252;;;;;70;;
531;29;;;;;70;;
467;176;;;;;60;;
484;194;81;83;90;87;57;0; 
517;35;;;;;90;;
601;182;;;;;60;;
425;114;;;;;60;;
186;392;88;95;63;;;; 
580;349;74;73;88;;;; 
593;117;;;;;80;;
437;232;;;;;;; 
491;23;;;;;70;;
643;115;;;;;;; 
493;226;;;;;20;;
555;147;;;;;80;;
594;163;;;;;10;;
627;14;;;;;60;;
597;234;;;;;80;;
551;159;;;;;0;;
568;129;;;;;80;;
501;214;;;;;;; 
429;215;;;;;10;;
481;172;;;;;;; 
367;100;;;;;60;;
669;446;;;;;;; 
484;91;;;;;0;;
594;116;;;;;70;;
438;76;;;;;90;;
206;453;99;76;61;94;51;0; 
398;229;;;;;80;;
570;126;;;;;70;;
644;434;;;;;;; 
659;464;;;;;;; 
438;204;;;;;;; 
631;18;;;;;90;;
492;244;;;;;80;;
183;395;;;;;;; 
393;103;;;;;10;;
405;219;;;;;70;;
563;90;;;;;60;;
428;150;;;;;0;;
574;178;;;;;70;;
536;156;;;;;70;;
605;53;;;;;70;;
428;298;;;;;;; 
494;19;;;;;80;;
480;53;;;;;70;;
559;163;;;;;80;;
489;136;;;;;80;;
420;92;;;;;80;;
447;90;;;;;10;;
362;73;;;;;70;;
442;144;;;;;70;;
565;113;0;;;;;;0 
509;208;;;;;80;;
446;53;;;;;60;;
457;179;;;;;70;;
569;141;;;;;;; 
594;21;;;;;70;;
560;401;77;70;69;84;15;0; 
398;185;;;;;70;;
553;238;;;;;90;;
400;123;;;;;80;;
456;68;;;;;70;;
361;73;;;;;20;;
623;33;;;;;70;;
390;172;;;;;70;;
454;185;;;;;;; 
357;243;;;;;0;;
602;327;76;79;16;;;; 
452;68;;;;;60;;
396;18;;;;;60;;
448;217;73;95;72;78;44;0; 
414;41;;;;;70;;
541;250;;;;;70;;
362;156;78;28;73;89;98;0; 
481;74;;;;;0;;
500;248;;;;;80;;
398;247;;;;;70;;
649;126;0;;;;;;0 
394;200;;;;;80;;
416;240;;;;;;; 
395;49;;;;;90;;
421;219;;;;;;; 
397;191;;;;;70;;
508;83;;;;;70;;
462;164;;;;;70;;
544;51;;;;;70;;
427;56;;;;;70;;
491;69;;;;;80;;
613;20;;;;;70;;
583;145;;;;;70;;
559;96;;;;;80;;
402;129;;;;;70;;
544;31;;;;;70;;
486;237;;;;;70;;
516;86;;;;;80;;
379;218;;;;;80;;
374;93;;;;;80;;
492;59;;;;;70;;
582;190;;;;;80;;
377;16;;;;;70;;
355;202;;;;;60;;
626;235;;;;;20;;
380;241;;;;;20;;
610;126;;;;;80;;
590;359;;;;;;; 
608;146;;;;;70;;
608;206;;;;;80;;
668;466;;;;;;; 
476;235;;;;;;; 
625;140;;;;;70;;
527;149;;;;;;; 
420;288;14;81;70;13;83;0; 
456;85;;;;;60;;
591;193;;;;;70;;
533;30;;;;;90;;
623;239;;;;;80;;
584;156;;;;;20;;
495;241;;;;;;; 
513;186;;;;;;; 
530;29;;;;;70;;
581;237;;;;;90;;
490;153;;;;;0;;
426;244;;;;;;; 
411;213;;;;;0;;
627;179;;;;;80;;
599;109;;;;;80;;
537;186;;;;;70;;
391;250;;;;;10;;
616;9;;;;;0;;
211;410;;;;;;; 
459;90;;;;;10;;
367;184;;;;;80;;
573;134;95;78;75;;;; 
391;104;;;;;20;;
611;157;;;;;70;;
454;86;;;;;80;;
370;211;;;;;70;;
612;130;;;;;70;;
469;35;;;;;70;;
634;165;;;;;70;;
434;153;;;;;70;;
381;140;96;96;88;94;81;0; 
545;51;;;;;;; 
535;128;;;;;70;;
418;161;;;;;0;;
648;115;;;;;;; 
378;197;;;;;70;;
623;128;;;;;70;;
404;57;;;;;70;;
397;214;;;;;70;;
499;96;;;;;70;;
677;455;;;;;;; 
419;193;;;;;80;;
509;69;;;;;70;;
632;12;;;;;80;;
363;129;78;75;99;08;37;0;181 
373;134;;;;;;; 
494;162;;;;;80;;
492;91;;;;;70;;
585;95;;;;;;; 
431;177;;;;;10;;
632;148;;;;;10;;
516;201;;;;;0;;
427;230;;;;;;; 
573;121;;;;;80;;
432;166;;;;;70;;
226;410;;;;;;; 
538;41;;;;;0;;
502;87;;;;;80;;
407;117;;;;;70;;
590;110;;;;;80;;
530;10;;;;;70;;
358;44;;;;;70;;
562;25;;;;;0;;
525;251;;;;;70;;
503;124;;;;;70;;
425;241;;;;;;; 
479;32;;;;;90;;
631;79;;;;;90;;
537;72;;;;;90;;
478;6;;;;;80;;
528;63;;;;;70;;
582;40;;;;;70;;
392;45;;;;;10;;
199;403;85;88;83;;;; 
381;113;;;;;;; 
603;58;;;;;60;;
412;4;;;;;80;;
526;171;;;;;;; 
524;48;;;;;30;;
441;68;;;;;80;;
513;173;27;78;89;93;75;0; 
520;96;;;;;70;;
590;74;;;;;;; 
522;251;;;;;70;;
633;239;;;;;0;;
568;193;;;;;80;;
583;2;;;;;0;;
597;102;;;;;80;;
426;227;;;;;;; 
561;118;;;;;70;;
396;49;;;;;90;;
387;211;;;;;70;;
523;68;;;;;90;;
524;209;;;;;;; 
165;413;;;;;;; 
448;10;;;;;70;;
598;215;;;;;80;;
368;119;;;;;;; 
552;62;;;;;70;;
572;390;;;;;;; 
438;285;;;;;;; 
384;243;;;;;70;;
514;31;;;;;80;;
524;31;;;;;80;;
421;225;;;;;;; 
519;88;;;;;70;;
163;419;81;85;83;80;51;0; 
467;201;;;;;0;;
554;117;;;;;;; 
358;241;;;;;80;;
553;88;;;;;;; 
410;200;;;;;;; 
199;421;;;;;;; 
477;132;;;;;10;;
401;233;;;;;0;;
601;115;;;;;60;;
483;207;87;85;71;83;67;0; 
467;237;;;;;;; 
416;143;;;;;70;;
645;113;;;;;;; 
382;244;;;;;80;;
183;382;;;;;;; 
504;154;;;;;70;;
552;59;;;;;90;;
381;104;;;;;;; 
477;230;;;;;;; 
494;83;;;;;10;;
543;172;;;;;90;;
626;40;;;;;70;;
368;175;;;;;70;;
561;120;;;;;80;;
533;37;;;;;0;;
492;7;;;;;70;;
511;11;;;;;80;;
478;216;;;;;80;;
517;12;;;;;10;;
579;187;;;;;0;;
610;38;;;;;80;;
531;198;;;;;;; 
634;240;;;;;90;;
459;91;;;;;80;;
634;214;;;;;70;;
375;108;;;;;;; 
388;150;82;09;75;;;; 
399;120;;;;;70;;
374;76;;;;;80;;
192;400;;;;;;; 
585;37;;;;;;; 
552;24;;;;;70;;
457;50;;;;;70;;
551;80;;;;;80;;
577;118;;;;;20;;
212;373;;;;;;; 
537;254;;;;;10;;
618;160;;;;;60;;
578;351;73;65;90;33;08;0; 
386;100;;;;;80;;
491;144;;;;;10;;
377;105;;;;;;0; 
489;72;;;;;70;;
503;71;;;;;70;;
611;234;;;;;80;;
482;105;;;;;20;;
417;142;;;;;10;;
463;152;;;;;60;;
512;181;;;;;10;;
508;64;;;;;70;;
566;62;;;;;70;;
503;64;;;;;90;;
362;240;;;;;80;;
493;192;;;;;70;;
581;482;;;;;;; 
428;173;;;;;90;;
581;361;;;;;;; 
377;153;;;;;;; 
589;190;;;;;80;;
588;133;;;;;;; 
600;242;;;;;80;;
555;152;;;;;50;;
421;108;;;;;80;;
597;461;;;;;;; 
470;220;;;;;0;;
403;31;;;;;70;;
628;236;;;;;70;;
436;239;;;;;60;;
372;232;;;;;80;;
458;78;;;;;90;;
488;137;;;;;80;;
603;455;73;77;83;87;90;0; 
494;150;;;;;80;;
633;143;;;;;0;;
490;68;;;;;70;;
365;63;;;;;80;;
388;139;;;;;;; 
483;41;;;;;60;;
420;26;;;;;80;;
571;107;0;;;;;;0 
501;20;;;;;0;;
585;62;;;;;70;;
379;5;;;;;70;;
586;116;;;;;90;;
626;89;;;;;80;;
503;93;;;;;70;;
634;47;;;;;10;;
502;121;;;;;90;;
472;184;;;;;0;;
442;217;39;91;88;70;20;0; 
211;376;77;93;83;09;98;0; 
394;108;;;;;90;;
418;253;82;08;69;;;; 
518;108;;;;;70;;
509;158;;;;;90;;
531;99;;;;;70;;
441;160;;;;;80;;
482;234;;;;;80;;
616;221;;;;;60;;
545;71;;;;;90;;
560;106;0;;;;;;0 
588;215;;;;;80;;
456;27;;;;;70;;
418;78;;;;;70;;
393;24;;;;;10;;
528;78;;;;;80;;
586;133;72;77;92;;;; 
489;84;;;;;90;;
441;172;;;;;;; 
526;146;;;;;;; 
585;375;;;;;;;181 
650;424;;;;;;; 
524;211;;;;;0;;
438;10;;;;;0;;
474;84;;;;;0;;
533;129;;;;;90;;
422;195;;;;;70;;
580;254;;;;;20;;
604;12;;;;;60;;
624;101;;;;;90;;
215;404;;;;;;; 
479;172;;;;;;; 
541;34;;;;;90;;
597;77;;;;;60;;
404;241;;;;;70;;
629;181;;;;;60;;
611;75;;;;;20;;
200;388;85;76;87;80;40;0; 
612;115;;;;;0;;
597;194;;;;;70;;
393;165;;;;;;; 
405;78;;;;;10;;
627;188;;;;;70;;
637;436;;;;;;; 
483;75;;;;;0;;
611;145;;;;;0;;
469;73;;;;;80;;
409;40;;;;;80;;
392;124;;;;;90;;
350;223;;;;;70;;
534;24;;;;;60;;
555;121;;;;;;; 
440;220;;;;;0;;
371;148;75;85;03;36;72;0; 
381;159;;;;;70;;
385;213;;;;;0;;
611;1000;;;;;0;;
657;433;;;;;;; 
423;19;;;;;70;;
494;59;;;;;10;;
381;201;;;;;90;;
404;126;;;;;90;;
558;56;;;;;;; 
406;70;;;;;70;;
573;34;;;;;;; 
629;238;;;;;80;;
590;374;;;;;;; 
440;237;;;;;;; 
448;274;74;82;79;;;; 
387;236;;;;;70;;
621;196;;;;;70;;
577;100;;;;;;; 
